Pay Item,Description,Quantity,Unit,Unit Price,Bid Date,Bidder Name,ProjectID,Job Size,Job Desc,County,Region,Pos,Extension,Bidder2Name,Bidder3Name,Bidder2Total,Bidder3Total,JobFederalID,StateID
211-06467,AGGREGATE FOR END BENT BACKFILL,52.0,C.Y.,200.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,10400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
301-12234,COMPACTED AGGREGATE NO 53,839.0,C.Y.,85.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,71315.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
214-11796,"GEOGRID, TYPE IB",1634.0,SYS,3.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,4902.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
214-12239,GEOTEXTILE FOR PAVEMENT TYPE 2B,200.0,SYS,7.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
302-06464,SUBBASE FOR PCCP,50.0,C.Y.,140.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
302-07455,DENSE GRADED SUBBASE,8.0,C.Y.,135.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1080.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
303-01180,"COMPACTED AGGREGATE, NO. 53",148.0,TON,50.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-07322,"QC/QA-HMA, 3, 64, SURFACE, 9.5 mm",156.0,TON,150.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,23400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-07372,"QC/QA-HMA, 3, 64, INTERMEDIATE, 12.5 mm",259.0,TON,120.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,31080.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
306-08043,"MILLING, TRANSITION",317.0,S.Y.,24.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7608.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-10259,"JOINT ADHESIVE, INTERMEDIATE",912.0,L.F.,0.15,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,136.8,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-10258,"JOINT ADHESIVE, SURFACE",1164.0,L.F.,0.2,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,232.8,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-11785,LIQUID ASPHALT SEALANT,1164.0,L.F.,0.05,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,58.2,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
406-05521,ASPHALT FOR TACK COAT,1662.0,S.Y.,1.5,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,2493.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-09146,"IMPACT ATTENUATOR, CR1, W1, TL-2",1.0,EACH,39425.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,39425.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-12292,GUARDRAIL MGS TRANSITION WITHOUT CURB,2.0,EACH,3772.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7544.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-01942,"GUARDRAIL CONNECTOR SYSTEM, W-BEAM, CURVED, MODIFIED, 17 FT RADIUS",1.0,EACH,3654.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,3654.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-02241,"GUARDRAIL, REMOVE",259.0,L.F.,16.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,4144.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-01522,"GUARDRAIL, TRANSITION TYPE TGB",1.0,EACH,4217.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,4217.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
602-06729,BARRIER DELINEATOR,4.0,EACH,15.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,60.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-94689,"GUARDRAIL END TREATMENT, OS",2.0,EACH,3635.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7270.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
605-06150,"CURB AND GUTTER, C, CONCRETE",313.0,L.F.,70.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,21910.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
615-06490,RIGHT OF WAY MARKER,8.0,EACH,182.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1456.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
611-08232,"MAILBOX ASSEMBLY, SINGLE, RESET",3.0,EACH,419.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1257.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
609-06259,REINFORCED CONCRETE BRIDGE APPROACH 12 IN,200.0,S.Y.,160.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,32000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
610-07487,"HMA FOR APPROACHES, TYPE B",24.0,TON,220.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,5280.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
610-08446,"PCCP FOR APPROACHES, 6 IN",44.0,S.Y.,210.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,9240.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
615-06505,"MONUMENT, B",3.0,EACH,1030.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,3090.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
616-06405,"RIPRAP, REVETMENT",397.0,TON,120.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,47640.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
616-12246,GEOTEXTILE FOR RIPRAP TYPE 1A,502.0,SYS,135.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,67770.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
621-06559,"MULCHED SEEDING, R",2600.0,S.Y.,2.42,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,6292.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
621-01004,MOBILIZATION AND DEMOBILIZATION FOR SEEDING,2.0,EACH,425.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,850.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
628-09403,"FIELD OFFICE, C",8.0,MONTH,3500.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,28000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
621-06574,SODDING,429.0,S.Y.,16.55,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7099.95,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-06011,DYNAMIC PILE LOAD TEST,2.0,EACH,7500.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,15000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09557,"TEST PILE, DYNAMIC, PRODUCTION",142.0,L.F.,45.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,6390.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
628-11976,COMPUTER SYSTEM EQUIPMENT,2.0,EACH,500.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09559,"TEST PILE, DYNAMIC, RESTRIKE",2.0,EACH,5200.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,10400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09679,"CONICAL PILE TIP, 14 IN",50.0,EACH,300.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,15000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09663,"PILE, STEEL PIPE, 0.312 IN, 14 IN",3036.0,L.F.,80.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,242880.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-51015,"CONCRETE, B, FOOTINGS",50.0,C.Y.,925.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,46250.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-51005,"CONCRETE, A, SUBSTRUCTURE",120.6,C.Y.,1275.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,153765.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-92857,"CONCRETE, C, SUBSTRUCTURE",32.0,C.Y.,1200.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,38400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-51046,"CONCRETE, FOUNDATION SEAL",61.8,C.Y.,550.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,33990.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
703-06028,REINFORCING BARS,17850.0,LBS,2.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,35700.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
703-06029,"REINFORCING BARS, EPOXY COATED",103422.0,LBS,2.15,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,222357.3,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
703-97936,"THREADED TIE BAR ASSEMBLY, EPOXY COATED",46.0,EACH,52.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,2392.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
704-51002,"CONCRETE, C, SUPERSTRUCTURE",218.5,C.Y.,1300.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,284050.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-06351,"CONCRETE BRIDGE RAILING TRANSITION, TPF-1",2.0,EACH,3600.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7200.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-06353,"CONCRETE BRIDGE RAILING TRANSITION, TPS-1",2.0,EACH,3800.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,7600.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-09961,"RAILING, CONCRETE, PS-1",152.0,L.F.,125.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,19000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-09962,"RAILING, CONCRETE, PF-1",152.0,L.F.,120.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,18240.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-11404,"RAILING, STEEL, PF-1",161.0,L.F.,170.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,27370.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-11418,"RAILING, STEEL, PS-1",161.0,L.F.,170.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,27370.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
709-51821,SURFACE SEAL,1.0,EACH,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
707-11494,"STRUCTURAL MEMBER, CONCRETE BOX BEAM, 21 IN. X 48 IN.",750.0,L.F.,405.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,303750.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-46005,"PIPE END SECTION, DIA 15""",2.0,EACH,1600.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,3200.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-46000,"PIPE END SECTION, DIA 12""",1.0,EACH,1400.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-05407,"PIPE, END BENT DRAIN, 6 IN",112.0,L.F.,15.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1680.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-05169,"PIPE, TYPE 3 CIRCULAR 15 IN",72.0,L.F.,80.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,5760.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-05149,"PIPE, TYPE 2 CIRCULAR 12 IN",65.0,L.F.,90.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,5850.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
718-12308,"GEOTEXTILE FOR UNDERDRAIN, TYPE 2B",116.0,SYS,8.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,928.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
720-98174,"INLET, B15",1.0,EACH,4000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,4000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
720-98555,"INLET, C15",1.0,EACH,4100.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,4100.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-04308,ROAD CLOSURE SIGN ASSEMBLY,4.0,EACH,263.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1052.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-06625,DETOUR ROUTE MARKER ASSEMBLY,15.0,EACH,158.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,2370.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-06640,"CONSTRUCTION SIGN, A",10.0,EACH,201.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,2010.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-06775,MAINTAINING TRAFFIC,1.0,EACH,10000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,10000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-07118,"BARRICADE, III-A",48.0,L.F.,15.22,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,730.56,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-07119,"BARRICADE, III-B",48.0,L.F.,15.22,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,730.56,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
804-11921,"DELINEATOR POST, FLEXIBLE, TYPE II",10.0,EACH,116.9,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,1169.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
808-06714,"LINE, PAINT, SOLID, YELLOW, 4 IN",1300.0,L.F.,0.44,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,572.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
808-06713,"LINE, PAINT, SOLID, WHITE, 4 IN",1300.0,L.F.,0.44,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,1,572.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
201-52370,CLEARING RIGHT OF WAY,1.0,EACH,84500.0,02/15/2024,DUNNET BAY CONSTRUCTION COMPANY,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,2,84500.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
110-01001,MOBILIZATION AND DEMOBILIZATION,1.0,EACH,141500.0,02/15/2024,DUNNET BAY CONSTRUCTION COMPANY,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,2,141500.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
109-11362,"QUALITY ADJUSTMENTS, FAILURE TO MAINTAIN TEMPORARY EROSION AND SEDIMENT CONTROL MEASURES",1.0,$,1.0,02/15/2024,DUNNET BAY CONSTRUCTION COMPANY,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,2,1.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
109-09489,"PAYMENT ADJUSTMENT, PG ASPHALT BINDER",1.0,$,1.0,02/15/2024,DUNNET BAY CONSTRUCTION COMPANY,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,2,1.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
